"t","intercept","y_lag1","y_lag2","F1_lag1","F2_lag1","F3_lag1","F4_lag1","F5_lag1","F6_lag1","F7_lag1","F8_lag1","F1_lag2","F2_lag2","F3_lag2","F4_lag2","F5_lag2","F6_lag2","F7_lag2","F8_lag2","date"
484,0.316873004963197,0.0344781226148251,0.0984274985303165,-0.0113273350160827,0.032649603643857,-0.000438187557439769,-0.0141642112419713,-0.0173585090234503,-0.01497835904288,0.000965579910324489,-0.0113426884878479,-0.000580927801545081,0.0167130244682834,-0.00263383534593989,0.00533864000954441,0.00561796117954162,-0.00708436722841926,-0.00944960076525099,-0.0086624045082538,2000-04-01
485,0.315228225951126,0.0350704292752122,0.0983869731472038,-0.0110669769645812,0.0323018958899226,-0.00138277095338312,-0.0142465233983163,-0.0164779542532482,-0.0152781194826231,0.00185191987961755,-0.00957660937479273,-0.000843021174285459,0.0168421423282327,-0.00198531781015493,0.00461007237258944,0.00509046998926254,-0.00773713576019351,-0.00881085524535246,-0.0111193628199987,2000-05-01
486,0.31528320573771,0.0357801703813906,0.0977421424384219,-0.0110363357254844,0.0324206710766824,-0.00161628459543647,-0.0140071355248573,-0.0162741839173619,-0.015380301182565,0.00226026229622365,-0.00940341155637174,-0.000937745448027884,0.0167210587073675,-0.00161247872691071,0.00466614045666525,0.00515604316523691,-0.00788312407359151,-0.00881839286299339,-0.0109789592047903,2000-06-01
487,0.314516653116511,0.0378210716226381,0.100016706853548,-0.0113781592352916,0.0325895216546015,-0.000918378447615514,-0.0133486185913631,-0.0157561763193952,-0.0155150168362444,0.00125507954498338,-0.00746031998684106,-0.000410108295882205,0.0160452268334797,-0.00197633818011863,0.00456308869878619,0.00561906042667755,-0.0076584269804587,-0.00880495542320907,-0.0110750162002595,2000-07-01
488,0.313599143427994,0.0382904870395855,0.100192987259119,-0.0112918710032641,0.0324735008895086,-0.000612748602056403,-0.0133899225184076,-0.0151503919538038,-0.0156970743461123,0.00116071386423763,-0.00744164887731457,-0.000281279093570095,0.0161567602811554,-0.00232156797474798,0.00439192751590591,0.00526811730335082,-0.0075917949273398,-0.00852471667473703,-0.0115515651418292,2000-08-01
489,0.313533437978846,0.0369773564665873,0.100582905620061,-0.0110791649240129,0.0328549208472637,-0.0010215734152542,-0.0134646277149427,-0.0156811164093943,-0.015578731243852,0.000806779662633824,-0.00723380334437267,-0.000388593575564352,0.0158754585188174,-0.00172226870167623,0.00462996859201167,0.00586498472228949,-0.00775354251878235,-0.00925513575102239,-0.0119210108269185,2000-09-01
490,0.312001310823155,0.0369042639153552,0.106208853061429,-0.0109025436014294,0.0324890983265696,-0.00109333800380803,-0.0131714976365724,-0.0153315483482289,-0.0158805272415998,0.00106318330585415,-0.00659009567233618,-0.000487132367360965,0.0157135369186651,-0.00152387823137489,0.00480165492069416,0.00614446922960558,-0.00808179259294714,-0.00887060421437122,-0.0117108189755206,2000-10-01
491,0.310898489147236,0.0377775782950607,0.106550166019615,-0.0108686948713225,0.0321706446560008,-0.00112625131895481,-0.0130712186872656,-0.0148128210562272,-0.0160532123862258,0.000987467079000746,-0.00621971757591018,-0.000446620248731925,0.0159463065509133,-0.00138499927091454,0.00445963697579668,0.00558289340265421,-0.00782816737796893,-0.00889621138658299,-0.0121050212694706,2000-11-01
492,0.310319588700028,0.0378050404866812,0.107221138056732,-0.0108892349398542,0.0321844345908166,-0.000963670272773101,-0.0132560785991545,-0.01500526815408,-0.0159501395747983,0.0008174769580845,-0.00667072677189952,-0.000350904804444747,0.0158658854753533,-0.00159617718131266,0.00465026884620325,0.00575378828838547,-0.00790437384619078,-0.00895861346792484,-0.0120447612024202,2000-12-01
493,0.310033888691282,0.0382633675408142,0.107994331916868,-0.0109592422437676,0.0320972191131246,-0.000995732720488276,-0.0132513003620783,-0.0149907442342409,-0.0156471408935889,0.000542257741780667,-0.00686445263511654,-0.000343789691196484,0.0158579464631829,-0.00155749902564299,0.00469964495123037,0.00571392088021248,-0.00779679388646996,-0.00921461928641278,-0.011722558194574,2001-01-01
494,0.311285540641409,0.0372210847101537,0.106673650836235,-0.0109806349192995,0.0320637896184996,-0.00123250360261308,-0.0134818536822883,-0.0151763869114012,-0.0157182040679408,0.000824872557035929,-0.00744098013994728,-0.000324263709898454,0.0159825241598576,-0.00167197460253916,0.00505314860287961,0.00580296145003287,-0.00761849019686374,-0.00876791513957911,-0.0118416438683182,2001-02-01
495,0.309685437050266,0.0352493418166734,0.110240951232381,-0.0107459048659876,0.0317668647149853,-0.000403998369993257,-0.01372331160515,-0.0148722845522523,-0.0149503398409843,1.24760684926041e-05,-0.00878235737969195,-0.000149030306962562,0.0163977112901801,-0.00221417763072561,0.00533856045963378,0.00552565272055921,-0.00794950524496877,-0.00928630187905157,-0.0110557036753785,2001-03-01
496,0.309247601625401,0.034919123869204,0.109789615980111,-0.0106598243772593,0.0320973327552111,-0.000435303819992593,-0.013822118565709,-0.0152140425773258,-0.0147463249299488,0.000244447015527619,-0.00924927905020939,1.17673022147311e-05,0.0161925251715672,-0.0019643704320305,0.0054830296839938,0.00586491280158408,-0.00743188873842622,-0.00941764692437778,-0.0115515555171642,2001-04-01
497,0.308399115358138,0.0372108277898043,0.110020782182947,-0.0104627865928888,0.0320422634826247,-0.000744080846695646,-0.0132034464610372,0.0152958291613619,0.0150150371727487,-0.000309933614973664,0.00861226205216553,-0.000128143888295763,0.016054066419944,-0.00153506933287834,0.0051699448010265,-0.00626474120316119,0.00685615037936006,0.00984069597796757,0.0116787385299887,2001-05-01
